corrected_tweet,class,cleaned_text,synonym_replacement
for every bad bitch there is a nigga tired of fucking her,1,for every bad bitch there is a nigga tired of fucking her,for every bad bitch there is a nigga tired of fucking her
foreign chick no lie man that bitch beautiful,1,foreign chick no lie man that bitch beautiful,foreign chick no lie man that bitch beautiful
fresh nigga so you no i need a clean bitch who no in working cut i wanna see my team rich,1,fresh nigga so you no i need a clean bitch who no in working cut i wanna see my team rich,fresh nigga so you no i need a clean bitch who no in working cut i wanna see my team rich
fuck i make my own rules suck my dragon balls bitch call me roku,1,fuck i make my own rules suck my dragon balls bitch call me roku,fuck i make my own rules suck my dragon balls bitch call me roku
generate asci boxes with nodes all i see is they ability to bring flappybird in node via asci tubes and bird,2,generate asci boxes with nodes all i see is they ability to bring flappybird in node via asci tubes and bird,generate asci boxes with nodes all i see is they ability to bring flappybird in node via asci tubes and bird
get me that shit bitch you is fine bear,1,get me that shit bitch you is fine bear,get me that shit bitch you is fine bear
get your ass back to detroit a fucking bigger,1,get your ass back to detroit a fucking bigger,get your ass back to detroit a fucking bigger
girls that i dated its okay i int mad to unless you stabbed me in they heart no love hoe,1,girls that i dated its okay i int mad to unless you stabbed me in they heart no love hoe,girls that i dated its okay i int mad to unless you stabbed me in they heart no love hoe
how do you know my twitter password bitch please,1,how do you know my twitter password bitch please,how do you know my chirrup password bitch please
have you seen my shows have you seen my hoes if i want hot would they be so thick,1,have you seen my shows have you seen my hoes if i want hot would they be so thick,have you seen my shows have you seen my hoes if i want hot would they be so thick
he a bitch for hitting that hoe,1,he a bitch for hitting that hoe,helium a bitch for hitting that hoe
he married to a white woman lucky sumbitch uncle ruckus,1,he married to a white woman lucky sumbitch uncle ruckus,he married to a white woman lucky sumbitch uncle ruckus
he wanna be my nigga but in just trina be his savings account org emma funny ass bitch man but that real shit,1,he wanna be my nigga but in just trina be his savings account org emma funny ass bitch man but that real shit,he wanna be my nigga but in just trina be his savings account org emma funny ass bitch man but that real shit
her great grandmas a other grandmas a other mods and a hoe and shes a hoe its a long line of hoes grandpa carl everyone,1,her great grandmas a other grandmas a other mods and a hoe and shes a hoe its a long line of hoes grandpa carl everyone,her great grandmas a other grandmas a other mods and a hoe and shes a hoe its a long line of hoes grandpa carl everyone
hey go look at that video of they man that found they kidnapped girls in ohiowhat a nigger shitmybosssays,0,hey go look at that video of they man that found they kidnapped girls in ohiowhat a nigger shitmybosssays,hey go look at that video of they man that found they kidnapped girls in ohiowhat a nigger shitmybosssays
hey pussy you still there,1,hey pussy you still there,hey pussy you still there
how about we draft all those gunshot folks and send them to afghanistan or other war zones so they can show their,2,how about we draft all those gunshot folks and send them to afghanistan or other war zones so they can show their,how about we draft all those gunshot folks and send them to afghanistan or other war zones so they can show their
how hotter than is it a bitch,1,how hotter than is it a bitch,how hotter than is it a bitch
how a talking to hoes bout bro a pm why you talking to hoes bout bro a pm,1,how a talking to hoes bout bro a pm why you talking to hoes bout bro a pm,how a talking to hoes bout bro a pm why you talking to hoes bout bro a pm
how you doing crazy bitch is hilarious,1,how you doing crazy bitch is hilarious,how you doing crazy bitch is hilarious
i know my shoes dirty as fuck whatever bitch you done have to call like negro one of they first things they look at is shoes dog,1,i know my shoes dirty as fuck whatever bitch you done have to call like negro one of they first things they look at is shoes dog,i know my shoes dirty as fuck whatever bitch you done have to call like negro one of they first things they look at is shoes dog
i am a thrill billywith a hillbilly heart hahahahaha jesus murphy,2,i am a thrill billywith a hillbilly heart hahahahaha jesus murphy,i am a thrill billywith a hillbilly heart hahahahaha jesus murphy
i call him my bitch,1,i call him my bitch,i call him my bitch
i cant handle no liquor but these bitches cant handle needed chief sosa,1,i cant handle no liquor but these bitches cant handle needed chief sosa,i cant handle no liquor but these bitches cant handle needed chief sosa
i done chase after dudes i chase after bitches edgar batista,1,i done chase after dudes i chase after bitches edgar batista,i done chase after dudes i chase after bitches Edgar batista
i done love these hoes baby its me and you forever,1,i done love these hoes baby its me and you forever,i done love these hoes baby its me and you everlastingly
i done even need a picture of lamar that bitch is beat in every picture,1,i done even need a picture of lamar that bitch is beat in every picture,i done even need a picture of lamar that bitch is beat in every picture
i done have hoes,1,i done have hoes,iodine done have hoes
i found a new way to chug you have to open your mouth lot shitallysays,2,i found a new way to chug you have to open your mouth lot shitallysays,i found a new way to chug you have to open your mouth lot shitallysays
i fucking hate that bitch so much i wanna smack her in they face then tongue kiss her,1,i fucking hate that bitch so much i wanna smack her in they face then tongue kiss her,iodine fucking hate that bitch so much iodine wanna smack her in they face then tongue kiss her
i got a bitch set it off like java picketqueen latina you riding round with your nieces bitch you titi,1,i got a bitch set it off like java picketqueen latina you riding round with your nieces bitch you titi,i got a bitch set it off like java picketqueen latina you riding round with your nieces bitch you titi
